combinations,questions,avg_rating,quest_comb_id,model
"(31, 18, 9)",If you had a friend that rated them similar in coping what strategies would you recommend?; If you had a friend that rated them similar in happy what strategies would you recommend?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,140,2
"(31, 18, 10)",If you had a friend that rated them similar in coping what strategies would you recommend?; If you had a friend that rated them similar in happy what strategies would you recommend?; How would you like me to help you maintain in hopeful?,4,141,2
"(31, 18, 11)",If you had a friend that rated them similar in coping what strategies would you recommend?; If you had a friend that rated them similar in happy what strategies would you recommend?; How can you maintain a high wellbeing score in hopeful?,2,142,2
"(31, 18, 12)",If you had a friend that rated them similar in coping what strategies would you recommend?; If you had a friend that rated them similar in happy what strategies would you recommend?; Who could best help you to maintain a high wellbeing score?,0,143,2
"(26, 19, 0)",What ideas have you got on how to improve your wellbeing in coping?; What can you do to improve your score in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,0,3
"(26, 19, 1)",What ideas have you got on how to improve your wellbeing in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,1,3
"(26, 19, 2)",What ideas have you got on how to improve your wellbeing in coping?; What can you do to improve your score in this happy?; Is there anyone else we need to talk to about this problem?,3,2,3
"(26, 19, 3)",What ideas have you got on how to improve your wellbeing in coping?; What can you do to improve your score in this happy?; What is the main threat to your wellbeing in hopeful?,1,3,3
"(26, 19, 4)",What ideas have you got on how to improve your wellbeing in coping?; What can you do to improve your score in this happy?; Why have you scored yourself so low in this hopeful?,1,4,3
"(26, 19, 5)",What ideas have you got on how to improve your wellbeing in coping?; What can you do to improve your score in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,5,3
"(26, 20, 0)",What ideas have you got on how to improve your wellbeing in coping?; Wha best could help you to improve in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,6,3
"(26, 20, 1)",What ideas have you got on how to improve your wellbeing in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,7,3
"(26, 20, 2)",What ideas have you got on how to improve your wellbeing in coping?; Wha best could help you to improve in happy?; Is there anyone else we need to talk to about this problem?,4,8,3
"(26, 20, 3)",What ideas have you got on how to improve your wellbeing in coping?; Wha best could help you to improve in happy?; What is the main threat to your wellbeing in hopeful?,1,9,3
"(26, 20, 4)",What ideas have you got on how to improve your wellbeing in coping?; Wha best could help you to improve in happy?; Why have you scored yourself so low in this hopeful?,4,10,3
"(26, 20, 5)",What ideas have you got on how to improve your wellbeing in coping?; Wha best could help you to improve in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,1,11,3
"(26, 21, 0)",What ideas have you got on how to improve your wellbeing in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,2,12,3
"(26, 21, 1)",What ideas have you got on how to improve your wellbeing in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,13,3
"(26, 21, 2)",What ideas have you got on how to improve your wellbeing in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,1,14,3
"(26, 21, 3)",What ideas have you got on how to improve your wellbeing in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,0,15,3
"(26, 21, 4)",What ideas have you got on how to improve your wellbeing in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,1,16,3
